N,E,psi,u,v,r
509.678,-198.52,3.09582,-0.00621679,0.000719124,0.000500584,
509.677,-198.52,3.09587,-0.00556667,0.000763817,0.000506584,
509.677,-198.52,3.09592,-0.00408927,0.00103056,0.000507124,
509.676,-198.52,3.09598,-0.00207813,0.00144285,0.000501006,
509.676,-198.52,3.09603,-0.000125544,0.00185033,0.000493534,
509.676,-198.519,3.0961,0.00204091,0.0023551,0.000486776,
509.677,-198.519,3.09616,0.00355125,0.00275941,0.000486189,
509.677,-198.519,3.09624,0.00462785,0.00307693,0.000492887,
509.678,-198.518,3.0963,0.00481349,0.00318083,0.000501883,
509.678,-198.518,3.09638,0.00410916,0.0031252,0.000510714,
509.679,-198.518,3.09645,0.00248926,0.00285992,0.000511942,
509.679,-198.517,3.09651,0.000540387,0.002471,0.000504431,
509.679,-198.517,3.09657,-0.00207232,0.00193652,0.000489639,
509.679,-198.517,3.09663,-0.00428614,0.00149365,0.000477422,
509.678,-198.517,3.09669,-0.00644642,0.00103164,0.000468182,
509.677,-198.516,3.09674,-0.00767246,0.000732597,0.000467097,
509.676,-198.516,3.0968,-0.00818159,0.000588699,0.000474136,
509.675,-198.516,3.09686,-0.00767492,0.000675425,0.000484827,
509.674,-198.516,3.09691,-0.00654042,0.00089125,0.000492092,
509.673,-198.516,3.09697,-0.00463815,0.00129381,0.000495698,
509.673,-198.516,3.09702,-0.00276296,0.00174078,0.000494626,
509.673,-198.516,3.09709,-0.000631502,0.00226942,0.000491207,
509.673,-198.515,3.09716,0.00107711,0.00270119,0.000489188,
509.673,-198.515,3.09722,0.00200641,0.00297537,0.000489956,
509.673,-198.515,3.09729,0.00226947,0.00312351,0.000492783,
509.673,-198.514,3.09736,0.00177204,0.00305637,0.000494351,
509.674,-198.514,3.09743,0.000444628,0.00277786,0.000492763,
509.674,-198.514,3.09749,-0.00115877,0.00243246,0.000488841,
509.673,-198.513,3.09756,-0.00327141,0.0019488,0.000483779,
509.673,-198.513,3.09762,-0.00526981,0.00143783,0.000482473,
509.672,-198.513,3.09767,-0.00660125,0.00107153,0.000487306,
509.671,-198.513,3.09772,-0.00744702,0.000799,0.000499214,
509.67,-198.513,3.09777,-0.00745202,0.000699857,0.000511418,
509.669,-198.513,3.09782,-0.00661673,0.0007587,0.000522306,
509.669,-198.512,3.09787,-0.00528246,0.000979628,0.000524075,
509.668,-198.512,3.09792,-0.00322913,0.00138689,0.00051586,
509.668,-198.512,3.09799,-0.000946082,0.00186193,0.000500985,
509.668,-198.512,3.09804,0.000935991,0.00228291,0.000487672,
509.668,-198.512,3.09812,0.00275499,0.00273447,0.000477097,
509.668,-198.511,3.09819,0.00378766,0.0030072,0.000475503,
509.669,-198.511,3.09826,0.00420413,0.00313403,0.000480955,
509.669,-198.51,3.09834,0.00371141,0.00306585,0.00048856,
509.67,-198.51,3.09841,0.00259938,0.00285147,0.000492544,
509.67,-198.51,3.09848,0.000710813,0.0024341,0.000490975,
509.67,-198.509,3.09853,-0.00118378,0.00199833,0.000485167,
509.67,-198.509,3.0986,-0.00336635,0.00150073,0.000477529,
509.669,-198.509,3.09865,-0.00492904,0.00112721,0.000473449,
509.668,-198.509,3.09871,-0.00610159,0.00080376,0.00047368,
509.668,-198.509,3.09877,-0.00637945,0.000680664,0.000478913,
509.667,-198.509,3.09881,-0.00587249,0.000755236,0.000484617,
509.666,-198.509,3.09887,-0.00452472,0.00101382,0.000489173,
509.666,-198.508,3.09892,-0.00290973,0.00135846,0.000490324,
509.666,-198.508,3.09898,-0.000796942,0.00187009,0.000489859,
509.666,-198.508,3.09904,0.000934104,0.00232758,0.000490412,
509.666,-198.508,3.09911,0.00253766,0.00278114,0.000494669,
509.666,-198.507,3.09918,0.00340881,0.00309401,0.000502867,
509.667,-198.507,3.09924,0.00342254,0.00321486,0.000510636,
509.667,-198.507,3.09932,0.00253276,0.0031339,0.000515442,
509.667,-198.506,3.09938,0.0010693,0.00288155,0.00051287,
509.667,-198.506,3.09945,-0.00122101,0.00244576,0.000502902,
509.667,-198.506,3.09951,-0.00374951,0.00193051,0.000489793,
509.666,-198.505,3.09957,-0.0058234,0.0014659,0.000480461,
509.665,-198.505,3.09963,-0.00770592,0.00100717,0.00047777,
509.665,-198.505,3.09968,-0.00865147,0.00074891,0.000483707,
509.663,-198.505,3.09974,-0.00882613,0.00062636,0.000496526,
509.662,-198.505,3.09978,-0.00817686,0.0006788,0.000507653,
509.661,-198.505,3.09984,-0.00662335,0.000934374,0.000514714,
509.661,-198.505,3.0999,-0.00448707,0.00135657,0.000511807,
509.66,-198.504,3.09995,-0.00246767,0.00177905,0.000502792,
509.66,-198.504,3.10002,-0.00022369,0.00227716,0.000489431,
509.66,-198.504,3.10008,0.00136144,0.00266276,0.000479708,
509.66,-198.504,3.10015,0.00258014,0.0029825,0.000474228,
509.661,-198.503,3.10022,0.0029589,0.00309417,0.000474767,
509.661,-198.503,3.1003,0.00257243,0.00303305,0.000478339,
509.661,-198.502,3.10037,0.00137156,0.00278461,0.000481285,
509.661,-198.502,3.10043,-0.000138599,0.00244002,0.000481774,
509.661,-198.502,3.1005,-0.00216116,0.00195191,0.000480889,
509.661,-198.502,3.10055,-0.00383409,0.00153844,0.000481235,
509.66,-198.501,3.10061,-0.00538434,0.00112686,0.000485329,
509.66,-198.501,3.10067,-0.00622349,0.000842482,0.000493483,
509.659,-198.501,3.10071,-0.00625599,0.000745408,0.000501658,
509.658,-198.501,3.10077,-0.00545961,0.000834702,0.000508002,
509.657,-198.501,3.10081,-0.00415093,0.00105914,0.00050831,
509.657,-198.501,3.10087,-0.00211113,0.00145448,0.00050263,
509.657,-198.501,3.10093,-0.000165142,0.0018777,0.000494952,
509.657,-198.5,3.10099,0.00200363,0.00239495,0.000487948,
509.657,-198.5,3.10107,0.00372159,0.00283478,0.000487836,
509.658,-198.5,3.10113,0.0046107,0.00309759,0.00049373,
509.659,-198.499,3.10121,0.00479037,0.00323265,0.000504227,
509.659,-198.499,3.10127,0.00415123,0.00316887,0.000511504,
509.66,-198.498,3.10134,0.00254033,0.00288446,0.000512408,
509.66,-198.498,3.1014,0.000584237,0.00250935,0.000505537,
509.66,-198.498,3.10147,-0.00204065,0.00199071,0.000491602,
509.659,-198.498,3.10153,-0.00460617,0.00145439,0.000477052,
509.659,-198.497,3.10159,-0.00642569,0.00105295,0.000469277,
509.658,-198.497,3.10165,-0.00780295,0.000736381,0.000469118,
509.657,-198.497,3.1017,-0.00820233,0.00062531,0.000475358,
509.656,-198.497,3.10175,-0.00772696,0.000688765,0.000485534,
509.655,-198.497,3.10181,-0.00637618,0.000957532,0.000493675,
509.654,-198.497,3.10186,-0.00469265,0.00132938,0.000496473,
509.654,-198.497,3.10193,-0.0024859,0.00183985,0.00049495,
509.653,-198.497,3.10198,-0.000662261,0.00228216,0.000491999,
509.653,-198.496,3.10205,0.00106219,0.00273888,0.000489939,
509.654,-198.496,3.10212,0.0019895,0.00301828,0.000490681,
509.654,-198.495,3.10219,0.00227437,0.00314987,0.000493401,
509.654,-198.495,3.10226,0.00166017,0.00306064,0.000495108,
509.654,-198.495,3.10233,0.000490282,0.00282823,0.000493838,
509.654,-198.494,3.1024,-0.00141272,0.00240873,0.000489141,
509.654,-198.494,3.10245,-0.00324788,0.0019748,0.000484699,
509.653,-198.494,3.10251,-0.00526168,0.00147515,0.000483441,
509.653,-198.494,3.10257,-0.00660046,0.00111399,0.000488059,
509.652,-198.494,3.10262,-0.00745688,0.000818902,0.00049966,
509.651,-198.493,3.10267,-0.00741611,0.000709283,0.000513686,
509.65,-198.493,3.10272,-0.00666724,0.000785832,0.000522379,
509.649,-198.493,3.10277,-0.00508327,0.00105101,0.000523816,
509.649,-198.493,3.10282,-0.00329577,0.00139129,0.000516804,
509.648,-198.493,3.10288,-0.000995839,0.00187429,0.000501895,
509.648,-198.493,3.10295,0.00118001,0.00237331,0.000486402,
509.649,-198.492,3.10302,0.00273123,0.00274859,0.000477912,
509.649,-198.492,3.10309,0.00388561,0.00304841,0.000476615,
509.65,-198.492,3.10316,0.00420136,0.00316097,0.000481294,
509.65,-198.491,3.10324,0.00372557,0.00309535,0.000488838,
509.65,-198.491,3.1033,0.00263852,0.00286898,0.000492735,
509.651,-198.491,3.10337,0.000755425,0.00245524,0.000491351,
509.651,-198.49,3.10344,-0.00147409,0.00195808,0.000484805,
509.65,-198.49,3.1035,-0.00335186,0.00152323,0.000478255,
509.65,-198.49,3.10356,-0.00514539,0.00108094,0.000473706,
509.649,-198.49,3.10361,-0.00610939,0.000820413,0.000474395,
509.648,-198.49,3.10366,-0.00639981,0.000698794,0.000479583,
509.648,-198.49,3.10371,-0.00591062,0.000758391,0.000485143,
509.647,-198.489,3.10377,-0.0045821,0.00101509,0.000489742,
509.646,-198.489,3.10383,-0.00267671,0.00144077,0.000490932,
509.646,-198.489,3.10388,-0.00084732,0.00188071,0.00049042,
509.646,-198.489,3.10395,0.00116893,0.00240037,0.00049115,
509.646,-198.489,3.10401,0.00252595,0.00279367,0.000494988,
509.647,-198.488,3.10408,0.00340972,0.00312,0.000503184,
509.647,-198.488,3.10415,0.00337086,0.00323648,0.000511762,
509.648,-198.487,3.10421,0.00256018,0.00315207,0.000515574,
509.648,-198.487,3.10429,0.000820737,0.00286087,0.000512643,
509.648,-198.487,3.10434,-0.00116642,0.00247946,0.000503941,
509.648,-198.486,3.10441,-0.00372448,0.00194619,0.000490486,
509.647,-198.486,3.10447,-0.00579971,0.00148836,0.000481389,
509.646,-198.486,3.10453,-0.00770659,0.00103767,0.000478757,
509.645,-198.486,3.10459,-0.00875742,0.000736578,0.000485726,
509.644,-198.486,3.10464,-0.00885517,0.000633659,0.00049667,
509.643,-198.486,3.10469,-0.00804575,0.000718167,0.000509159,
509.642,-198.486,3.10474,-0.00668057,0.000951297,0.000514636,
509.641,-198.485,3.1048,-0.00455442,0.00136112,0.000512047,
509.641,-198.485,3.10485,-0.00253,0.00178463,0.000503196,
509.641,-198.485,3.10492,-0.000265923,0.00229512,0.000489691,
509.641,-198.485,3.10499,0.00156183,0.00273346,0.000478848,
509.641,-198.484,3.10505,0.00257371,0.00299197,0.000474662,
509.641,-198.484,3.10513,0.00296179,0.00311858,0.000475407,
509.642,-198.484,3.1052,0.00258545,0.00306096,0.00047849,
509.642,-198.483,3.10527,0.00139854,0.00280351,0.000481477,
509.642,-198.483,3.10534,-0.00036587,0.00239473,0.000481932,
509.642,-198.483,3.1054,-0.00212589,0.00197683,0.000481178,
509.641,-198.482,3.10546,-0.00407199,0.00149284,0.000481776,
509.641,-198.482,3.10551,-0.00538871,0.00113421,0.000485489,
509.64,-198.482,3.10557,-0.00625036,0.000849892,0.000493637,
509.639,-198.482,3.10561,-0.00628938,0.000756885,0.00050166,
509.639,-198.482,3.10567,-0.00550223,0.000834256,0.00050817,
509.638,-198.482,3.10572,-0.00394042,0.00110171,0.000508279,
509.638,-198.482,3.10577,-0.00217143,0.00145688,0.000503052,
509.637,-198.481,3.10584,0.00010051,0.00195546,0.000494171,
509.638,-198.481,3.10589,0.00195848,0.00239091,0.000488465,
509.638,-198.481,3.10597,0.00370129,0.00283644,0.000488093,
509.638,-198.48,3.10603,0.00461054,0.00311015,0.00049377,
509.639,-198.48,3.10611,0.00480575,0.00324392,0.000504086,
509.64,-198.48,3.10618,0.00400096,0.00315039,0.000512007,
509.64,-198.479,3.10624,0.00257637,0.00290296,0.000512548,
509.64,-198.479,3.10631,0.00026997,0.00246166,0.000504393,
509.64,-198.479,3.10637,-0.00199232,0.00200451,0.000492129,
509.64,-198.478,3.10643,-0.00457105,0.00146556,0.000477695,
509.639,-198.478,3.10649,-0.0066544,0.00101603,0.000469545,
509.638,-198.478,3.10655,-0.00781601,0.000747674,0.000469727,
509.637,-198.478,3.1066,-0.00822697,0.000622576,0.000476964,
509.636,-198.478,3.10665,-0.007767,0.000692355,0.000485688,
509.635,-198.478,3.10671,-0.00641044,0.000967654,0.00049381,
509.635,-198.478,3.10676,-0.00474593,0.00133088,0.000496533,
509.634,-198.478,3.10683,-0.00254057,0.00184036,0.000495057,
509.634,-198.477,3.10689,-0.000425806,0.00236381,0.000491648,
509.634,-198.477,3.10695,0.00103792,0.00275196,0.000490001,
509.634,-198.477,3.10703,0.00208483,0.0030606,0.000491026,
509.634,-198.476,3.10709,0.00228962,0.00316595,0.00049347,
509.635,-198.476,3.10716,0.00168476,0.00308602,0.000495351,
509.635,-198.475,3.10723,0.000518748,0.00285065,0.000494165,
509.635,-198.475,3.1073,-0.00138058,0.00242699,0.000489544,
509.634,-198.475,3.10736,-0.00352046,0.00192395,0.000484671,
509.634,-198.475,3.10741,-0.00523875,0.00149633,0.000483821,
509.633,-198.474,3.10747,-0.00677299,0.0010726,0.000489449,
509.632,-198.474,3.10752,-0.00747851,0.000826629,0.000499547,
509.631,-198.474,3.10758,-0.00745799,0.000719622,0.000513346,
509.63,-198.474,3.10763,-0.00654554,0.000814308,0.000522918,
509.63,-198.474,3.10767,-0.00513793,0.00104698,0.00052383,
509.629,-198.474,3.10773,-0.00302969,0.00145611,0.000515138,
509.629,-198.474,3.10779,-0.00105053,0.00187755,0.000502114,
509.629,-198.473,3.10785,0.00114785,0.00237531,0.000486758,
509.629,-198.473,3.10792,0.00269879,0.00274803,0.000478285,
509.63,-198.473,3.10799,0.00387712,0.00305709,0.000476633,
509.63,-198.472,3.10807,0.00420184,0.00317493,0.000482202,
509.631,-198.472,3.10814,0.00374935,0.0031025,0.000488614,
509.631,-198.472,3.10821,0.00243391,0.00283049,0.000492794,
509.631,-198.471,3.10827,0.00078699,0.00247163,0.000491389,
509.631,-198.471,3.10834,-0.00144265,0.00196816,0.000484945,
509.631,-198.471,3.1084,-0.00332568,0.00152846,0.000478451,
509.63,-198.471,3.10846,-0.00513507,0.00108808,0.000474023,
509.63,-198.47,3.10851,-0.00622187,0.000794247,0.000475172,
509.629,-198.47,3.10856,-0.00643366,0.000694959,0.000479745,
509.628,-198.47,3.10862,-0.00581477,0.000778331,0.000486151,
509.627,-198.47,3.10867,-0.00463328,0.00101326,0.000489942,
509.627,-198.47,3.10873,-0.00272624,0.00143559,0.000491139,
509.627,-198.47,3.10879,-0.000604572,0.00194583,0.000490538,
509.627,-198.47,3.10885,0.00113115,0.00240089,0.000491245,
509.627,-198.469,3.10892,0.00268164,0.00285677,0.000495904,
509.627,-198.469,3.10898,0.0034079,0.00312535,0.000502966,
509.628,-198.468,3.10905,0.00338935,0.0032466,0.000511597,
509.628,-198.468,3.10912,0.00259762,0.00317005,0.000515615,
509.628,-198.468,3.10919,0.00086478,0.00287979,0.000512932,
509.628,-198.467,3.10925,-0.00148318,0.00242296,0.000502561,
509.628,-198.467,3.10931,-0.00368826,0.00196438,0.000491207,
509.627,-198.467,3.10937,-0.00608825,0.00143528,0.000481181,
509.627,-198.467,3.10943,-0.00769594,0.00104901,0.000479214,
509.626,-198.467,3.10949,-0.00877087,0.000742903,0.000485831,
509.624,-198.466,3.10954,-0.00889034,0.000641518,0.000496554,
509.623,-198.466,3.10959,-0.00809979,0.000723296,0.000508857,
509.622,-198.466,3.10965,-0.00646618,0.00100092,0.00051463,
509.622,-198.466,3.1097,-0.0046129,0.00136131,0.000511915,
509.621,-198.466,3.10976,-0.00224372,0.00186288,0.000501306,
509.621,-198.466,3.10982,-0.000309398,0.00229858,0.000489806,
509.621,-198.465,3.10989,0.00153105,0.0027372,0.000479021,
509.622,-198.465,3.10997,0.00266602,0.00303152,0.000474468,
509.622,-198.465,3.11003,0.00296848,0.0031325,0.000475328,
509.622,-198.464,3.11011,0.00248637,0.0030482,0.00047894,
509.622,-198.464,3.11017,0.00143038,0.00281716,0.000481415,
509.623,-198.464,3.11024,-0.000349838,0.00240826,0.000481934,
509.622,-198.463,3.1103,-0.00210126,0.00199038,0.000481209,
509.622,-198.463,3.11036,-0.00405751,0.00150001,0.000481767,
509.621,-198.463,3.11042,-0.00555999,0.00108941,0.000486342,
509.621,-198.463,3.11047,-0.00626488,0.000853505,0.000493454,
509.62,-198.463,3.11052,-0.0062663,0.000751894,0.000502705,
509.619,-198.463,3.11057,-0.00555339,0.000827597,0.000508108,
509.618,-198.462,3.11062,-0.0040003,0.00109664,0.000508346,
509.618,-198.462,3.11067,-0.00222991,0.00145019,0.000503284,
509.618,-198.462,3.11074,5.07564e-05,0.00194608,0.000494536,
509.618,-198.462,3.1108,0.00220485,0.00245552,0.000488181,
509.618,-198.461,3.11087,0.00367592,0.00283669,0.000488132,
509.619,-198.461,3.11094,0.0046909,0.00314376,0.000494912,
509.62,-198.461,3.11101,0.00481684,0.00324742,0.000503723,
509.62,-198.46,3.11108,0.00403324,0.00316089,0.000511727,
509.621,-198.46,3.11115,0.00234403,0.00286435,0.000511931,
509.621,-198.46,3.11121,0.000316885,0.00247196,0.000504527,
509.621,-198.459,3.11128,-0.00233495,0.00193649,0.000490374,
509.62,-198.459,3.11133,-0.00454326,0.00147706,0.000478361,
509.619,-198.459,3.11139,-0.00665582,0.00101938,0.000470057,
509.619,-198.459,3.11145,-0.00782059,0.000748982,0.000470046,
509.618,-198.459,3.11151,-0.00825257,0.000623649,0.000477111,
509.617,-198.459,3.11156,-0.0076679,0.000719802,0.000487065,
509.616,-198.459,3.11161,-0.00646634,0.000964305,0.000493701,
509.615,-198.458,3.11167,-0.00449731,0.00139662,0.000496487,
509.615,-198.458,3.11173,-0.00259006,0.00184146,0.000494984,
509.614,-198.458,3.11179,-0.000461602,0.00236683,0.000491582,
509.614,-198.458,3.11185,0.00101488,0.00275609,0.000489919,
509.615,-198.457,3.11193,0.00207748,0.00307077,0.000490926,
509.615,-198.457,3.112,0.00226799,0.00318369,0.000493815,
509.615,-198.456,3.11206,0.00170919,0.00310207,0.000495368,
509.615,-198.456,3.11214,0.000312716,0.00281544,0.00049385,
509.615,-198.456,3.1122,-0.00134288,0.00244631,0.000489867,
509.615,-198.455,3.11226,-0.0034917,0.00194124,0.000485014,
509.614,-198.455,3.11232,-0.00546987,0.0014444,0.000484325,
509.614,-198.455,3.11238,-0.00677554,0.00108194,0.000489435,
509.613,-198.455,3.11243,-0.00755247,0.000805718,0.000501231,
509.612,-198.455,3.11248,-0.00749253,0.000721102,0.000512934,
509.611,-198.455,3.11253,-0.00658582,0.000812778,0.000522593,
509.61,-198.455,3.11258,-0.00519756,0.00104434,0.000523576,
509.61,-198.455,3.11263,-0.00309153,0.00145291,0.000515127,
509.609,-198.454,3.1127,-0.000775807,0.00194463,0.000500041,
509.609,-198.454,3.11276,0.00110668,0.00237177,0.000487052,
509.61,-198.454,3.11283,0.00288889,0.00280309,0.000477611,
509.61,-198.453,3.1129,0.00386631,0.00305982,0.000476589,
509.611,-198.453,3.11297,0.00420705,0.00317903,0.000481968,
509.611,-198.453,3.11304,0.00376846,0.0031105,0.000488286,
509.611,-198.452,3.11312,0.00246657,0.00284116,0.000492522,
509.612,-198.452,3.11319,0.000518872,0.00241194,0.000490584,
509.612,-198.452,3.11324,-0.00140911,0.00197494,0.000484965,
509.611,-198.451,3.11331,-0.0035977,0.00146527,0.000477711,
509.611,-198.451,3.11336,-0.00513097,0.00109086,0.000474219,
509.61,-198.451,3.11342,-0.00623577,0.000791304,0.000475295,
509.609,-198.451,3.11347,-0.00643331,0.000688579,0.000480709,
509.608,-198.451,3.11352,-0.00585705,0.000772552,0.000486226,
509.608,-198.451,3.11358,-0.00444201,0.00105661,0.00049041,
509.607,-198.451,3.11363,-0.00278186,0.00142678,0.000491254,
509.607,-198.45,3.11369,-0.000637453,0.00194473,0.000490624,
509.607,-198.45,3.11375,0.00109552,0.0023985,0.000491241,
509.607,-198.45,3.11382,0.00266559,0.00285665,0.000495734,
509.608,-198.449,3.11389,0.00346795,0.00316154,0.000504004,
509.608,-198.449,3.11395,0.00340728,0.00325746,0.000511366,
509.609,-198.449,3.11403,0.0024321,0.00315468,0.000515673,
509.609,-198.448,3.11409,0.000907061,0.00289439,0.000513062,
509.609,-198.448,3.11415,-0.0014366,0.00243987,0.000503044,
509.608,-198.448,3.11421,-0.0036469,0.00198083,0.00049186,
509.608,-198.447,3.11428,-0.00606336,0.00144738,0.000481758,
509.607,-198.447,3.11434,-0.00790484,0.00100336,0.000479959,
509.606,-198.447,3.11439,-0.00878784,0.000750296,0.000485933,
509.605,-198.447,3.11445,-0.00887264,0.00064333,0.000498263,
509.604,-198.447,3.11449,-0.00814805,0.000722878,0.0005085,
509.603,-198.447,3.11455,-0.0065242,0.00100024,0.000514276,
509.602,-198.447,3.11461,-0.00435899,0.00142577,0.000510641,
509.602,-198.447,3.11466,-0.00230039,0.00186242,0.000501258,
509.602,-198.446,3.11473,-5.58444e-05,0.00236868,0.000488048,
509.602,-198.446,3.11479,0.00150407,0.00274233,0.000479051,
509.602,-198.446,3.11487,0.0026637,0.00304121,0.000474413,
509.602,-198.445,3.11493,0.00297471,0.00314188,0.000475225,
509.603,-198.445,3.11501,0.00250553,0.00306054,0.000478792,
509.603,-198.444,3.11509,0.00123454,0.00278104,0.000481527,
509.603,-198.444,3.11515,-0.000317928,0.00242103,0.000481861,
509.603,-198.444,3.11521,-0.00236641,0.00192837,0.000481081,
509.602,-198.444,3.11527,-0.00403997,0.00150791,0.000481698,
509.602,-198.443,3.11532,-0.0055615,0.00109343,0.000486187,
509.601,-198.443,3.11537,-0.00628407,0.000852605,0.000493235,
509.6,-198.443,3.11543,-0.00630297,0.000747246,0.000502481,
509.599,-198.443,3.11548,-0.0054239,0.000848158,0.00050845,
509.599,-198.443,3.11553,-0.00405554,0.00108775,0.000508381,
509.598,-198.443,3.11558,-0.00196831,0.00150685,0.000502342,
509.598,-198.442,3.11654,0.000966399,0.0394108,0.0361253,
509.598,-198.427,3.13062,-0.0184555,0.193085,0.188385,
509.586,-198.395,-3.12017,-0.180951,0.255639,0.273393,
509.555,-198.369,-3.09155,-0.3514,0.202876,0.215381,
509.498,-198.346,-3.07035,-0.512382,0.145691,0.103173,
509.432,-198.334,-3.06432,-0.626627,0.0448922,-0.000418614,
509.341,-198.34,-3.073,-0.737697,-0.126052,-0.130507,
509.252,-198.361,-3.09444,-0.817668,-0.232854,-0.244579,
509.139,-198.398,-3.13579,-0.876586,-0.339631,-0.375889,
509.021,-198.454,3.08881,-0.895301,-0.509438,-0.503077,
508.919,-198.521,3.02554,-0.892876,-0.649956,-0.6031,
508.801,-198.615,2.93823,-0.873173,-0.754019,-0.705436,
508.703,-198.706,2.85355,-0.859108,-0.856595,-0.778778,
508.588,-198.83,2.7452,-0.869779,-1.00546,-0.84655,
508.489,-198.95,2.64607,-0.874042,-1.08662,-0.887728,
508.373,-199.098,2.52591,-0.858259,-1.13991,-0.916404,
508.259,-199.255,2.40339,-0.874274,-1.22296,-0.925222,
508.157,-199.398,2.29818,-0.908018,-1.28039,-0.918337,
508.035,-199.569,2.17741,-0.913496,-1.2872,-0.894877,
507.931,-199.716,2.07712,-0.916433,-1.286,-0.865071,
507.807,-199.888,1.96485,-0.958004,-1.29809,-0.822381,
507.679,-200.059,1.85915,-0.972872,-1.28291,-0.775078,
507.568,-200.204,1.77239,-0.950552,-1.24625,-0.732616,
507.442,-200.367,1.67829,-0.957897,-1.19617,-0.683745,
507.331,-200.5,1.60262,-0.979135,-1.14497,-0.643401,
507.202,-200.648,1.52005,-0.951887,-1.08537,-0.597877,
507.096,-200.769,1.45407,-0.921558,-1.04212,-0.562242,
506.973,-200.904,1.38195,-0.935735,-0.983547,-0.525133,
506.847,-201.031,1.31423,-0.938257,-0.915903,-0.493668,
506.742,-201.132,1.25924,-0.905465,-0.864763,-0.47217,
506.623,-201.243,1.19775,-0.898512,-0.80261,-0.45613,
506.519,-201.331,1.14608,-0.925993,-0.743029,-0.451448,
506.395,-201.426,1.08552,-0.933303,-0.687064,-0.459171,
506.289,-201.502,1.03221,-0.931068,-0.640501,-0.478105,
506.163,-201.581,0.966366,-0.97115,-0.549974,-0.515525,
506.03,-201.647,0.894364,-1.0189,-0.44202,-0.568757,
505.913,-201.693,0.826403,-1.03877,-0.367478,-0.6243,
505.772,-201.736,0.738482,-1.08439,-0.266838,-0.700045,
505.645,-201.759,0.6546,-1.14725,-0.144314,-0.77228,
505.489,-201.769,0.545884,-1.19142,-0.000979017,-0.861233,
505.331,-201.76,0.426184,-1.19635,0.134287,-0.952246,
505.194,-201.736,0.312274,-1.1907,0.286781,-1.02966,
505.037,-201.685,0.169582,-1.15173,0.477825,-1.1119,
504.91,-201.623,0.0389223,-1.07751,0.604272,-1.17523,
504.775,-201.534,-0.121472,-0.947403,0.733642,-1.23532,
504.675,-201.444,-0.264439,-0.78986,0.845344,-1.27153,
504.585,-201.326,-0.435458,-0.576385,0.907756,-1.29476,
504.521,-201.206,-0.607911,-0.380905,0.882988,-1.29497,
504.487,-201.108,-0.75436,-0.217435,0.843591,-1.27458,
504.471,-201,-0.920908,-0.0283018,0.764833,-1.22614,
504.475,-200.92,-1.05745,0.0885348,0.636837,-1.16511,
504.493,-200.848,-1.20633,0.16987,0.447357,-1.07116,
504.516,-200.806,-1.32288,0.222281,0.281907,-0.972755,
